Sede,Estudiante,Grado,Grupo,Periodo,Año,Intensidad Horaria,Asignatura,Cognitiva,Procedimental,Actitudinal,Axiologica,Calificacion_Ponderada
Girardot,a69f380f4d3b2e3157687c4360da0487eca7d9c0afecd378aa2d91591d94f014,6,A,II,2024,3.0,Lengua Castellana,86,85,95,95.0,88.4
Girardot,a69f380f4d3b2e3157687c4360da0487eca7d9c0afecd378aa2d91591d94f014,6,A,II,2024,2.0,Lectura Crítica,91,92,95,95.0,92.5
Girardot,a69f380f4d3b2e3157687c4360da0487eca7d9c0afecd378aa2d91591d94f014,6,A,II,2024,4.0,English,91,92,90,90.0,91.0
Girardot,a69f380f4d3b2e3157687c4360da0487eca7d9c0afecd378aa2d91591d94f014,6,A,II,2024,3.0,Educación Física,86,86,94,97.0,88.7
Girardot,a69f380f4d3b2e3157687c4360da0487eca7d9c0afecd378aa2d91591d94f014,6,A,II,2024,1.0,Innovación y Emprendimiento,72,73,92,95.0,78.60000000000001
Girardot,a69f380f4d3b2e3157687c4360da0487eca7d9c0afecd378aa2d91591d94f014,6,A,II,2024,2.0,Aprendizaje Basado en Investigación,88,90,100,100.0,92.2
Girardot,a69f380f4d3b2e3157687c4360da0487eca7d9c0afecd378aa2d91591d94f014,6,A,II,2024,1.0,Artes,99,95,100,100.0,98.1
Girardot,a69f380f4d3b2e3157687c4360da0487eca7d9c0afecd378aa2d91591d94f014,6,A,II,2024,1.0,Tecnologías Informáticas,97,98,100,90.0,97.2
Girardot,a69f380f4d3b2e3157687c4360da0487eca7d9c0afecd378aa2d91591d94f014,6,A,II,2024,1.0,Integralidad,95,93,95,90.0,93.9
Girardot,4dfbfca5060f20f2a2cecc47d10d9a5526d35ba0b0a62f7badbc175ad7bec87b,7,A,I,2023,3.0,Ciencias Naturales,83,85,96,90.0,86.9
Girardot,4dfbfca5060f20f2a2cecc47d10d9a5526d35ba0b0a62f7badbc175ad7bec87b,7,A,I,2023,4.0,Ciencias Sociales,88,88,95,97.0,90.3
Girardot,4dfbfca5060f20f2a2cecc47d10d9a5526d35ba0b0a62f7badbc175ad7bec87b,7,A,I,2023,6.0,Matemáticas,83,83,97,97.0,87.2
Girardot,4dfbfca5060f20f2a2cecc47d10d9a5526d35ba0b0a62f7badbc175ad7bec87b,7,A,I,2023,3.0,Lengua Castellana,79,79,92,90.0,82.7
Girardot,4dfbfca5060f20f2a2cecc47d10d9a5526d35ba0b0a62f7badbc175ad7bec87b,7,A,I,2023,4.0,Inglés,84,81,92,90.0,85.30000000000001
Girardot,4dfbfca5060f20f2a2cecc47d10d9a5526d35ba0b0a62f7badbc175ad7bec87b,7,A,I,2023,2.0,Innovación y Emprendimiento,96,96,95,96.0,95.80000000000001
Girardot,4dfbfca5060f20f2a2cecc47d10d9a5526d35ba0b0a62f7badbc175ad7bec87b,7,A,I,2023,7.0,Aprendizaje Basado en Investigación,90,91,87,80.0,88.7
Girardot,4dfbfca5060f20f2a2cecc47d10d9a5526d35ba0b0a62f7badbc175ad7bec87b,7,A,I,2023,3.0,Educación Física,89,89,90,90.0,89.3
Girardot,4dfbfca5060f20f2a2cecc47d10d9a5526d35ba0b0a62f7badbc175ad7bec87b,7,A,I,2023,2.0,Lectura Crítica,86,86,90,90.0,87.2
Girardot,4dfbfca5060f20f2a2cecc47d10d9a5526d35ba0b0a62f7badbc175ad7bec87b,7,A,I,2023,1.0,Artes,91,91,88,90.0,90.30000000000001
Girardot,4dfbfca5060f20f2a2cecc47d10d9a5526d35ba0b0a62f7badbc175ad7bec87b,7,A,I,2023,1.0,Robótica y TICS,81,84,85,90.0,83.6
Girardot,4dfbfca5060f20f2a2cecc47d10d9a5526d35ba0b0a62f7badbc175ad7bec87b,7,A,I,2023,1.0,Inteligencia emocional e Integralidad,93,87,90,95.0,90.8
Girardot,5fccf7205fcdb58f366c16569f92503703c6b393b8b715f5781467b374ff9cbe,6,A,II,2024,4.0,Ciencias Naturales,60,64,100,79.0,71.10000000000001
Girardot,5fccf7205fcdb58f366c16569f92503703c6b393b8b715f5781467b374ff9cbe,6,A,II,2024,4.0,Ciencias Sociales,82,81,90,90.0,84.10000000000001
Girardot,5fccf7205fcdb58f366c16569f92503703c6b393b8b715f5781467b374ff9cbe,6,A,II,2024,6.0,Matemáticas,82,78,90,95.0,83.7
Girardot,5fccf7205fcdb58f366c16569f92503703c6b393b8b715f5781467b374ff9cbe,6,A,II,2024,3.0,Lengua Castellana,75,75,95,95.0,81.0
Girardot,5fccf7205fcdb58f366c16569f92503703c6b393b8b715f5781467b374ff9cbe,6,A,II,2024,2.0,Lectura Crítica,83,83,95,95.0,86.6
Girardot,5fccf7205fcdb58f366c16569f92503703c6b393b8b715f5781467b374ff9cbe,6,A,II,2024,4.0,English,75,76,88,93.0,79.7
Girardot,5fccf7205fcdb58f366c16569f92503703c6b393b8b715f5781467b374ff9cbe,6,A,II,2024,3.0,Educación Física,83,81,85,93.0,83.8
Girardot,5fccf7205fcdb58f366c16569f92503703c6b393b8b715f5781467b374ff9cbe,6,A,II,2024,1.0,Innovación y Emprendimiento,81,82,95,95.0,85.5
Girardot,5fccf7205fcdb58f366c16569f92503703c6b393b8b715f5781467b374ff9cbe,6,A,II,2024,2.0,Aprendizaje Basado en Investigación,76,76,100,78.0,81.0
Girardot,5fccf7205fcdb58f366c16569f92503703c6b393b8b715f5781467b374ff9cbe,6,A,II,2024,1.0,Artes,79,77,85,84.0,80.10000000000001
Girardot,5fccf7205fcdb58f366c16569f92503703c6b393b8b715f5781467b374ff9cbe,6,A,II,2024,1.0,Tecnologías Informáticas,80,80,100,90.0,85.0
Girardot,5fccf7205fcdb58f366c16569f92503703c6b393b8b715f5781467b374ff9cbe,6,A,II,2024,1.0,Integralidad,87,85,85,88.0,86.10000000000001
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,I,2023,3.0,Ciencias Naturales,72,71,80,79.0,74.0
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,I,2023,3.0,Ciencias Sociales,76,75,90,94.0,80.30000000000001
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,I,2023,5.0,Matemáticas,72,75,80,80.0,75.3
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,I,2023,4.0,Lengua Castellana,91,90,95,90.0,91.4
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,I,2023,4.0,Inglés,76,77,98,95.0,82.6
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,I,2023,2.0,Creatividad e Innovación,87,84,90,90.0,87.0
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,I,2023,4.0,Aprendizaje Basado en Proyectos,87,87,75,86.0,84.5
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,I,2023,3.0,Educación Física,89,87,92,92.0,89.30000000000001
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,I,2023,2.0,Lectura Crítica,88,89,94,95.0,90.2
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,I,2023,1.0,Artes,89,89,85,83.0,87.6
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,I,2023,1.0,Robótica y TICS,90,83,95,100.0,89.9
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,I,2023,1.0,Inteligencia emocional e Integralidad,90,90,85,90.0,89.0
Girardot,e11b41f1cea938ef40c4c292028a7fdc184991cfced883d0b4c19eb1c7557bab,2,A,III,2023,3.0,Ciencias Naturales,88,88,96,95.0,90.30000000000001
Girardot,e11b41f1cea938ef40c4c292028a7fdc184991cfced883d0b4c19eb1c7557bab,2,A,III,2023,3.0,Ciencias Sociales,85,85,99,100.0,89.3
Girardot,e11b41f1cea938ef40c4c292028a7fdc184991cfced883d0b4c19eb1c7557bab,2,A,III,2023,5.0,Matemáticas,78,80,88,86.0,81.4
Girardot,e11b41f1cea938ef40c4c292028a7fdc184991cfced883d0b4c19eb1c7557bab,2,A,III,2023,4.0,Lengua Castellana,71,69,88,88.0,75.5
Girardot,e11b41f1cea938ef40c4c292028a7fdc184991cfced883d0b4c19eb1c7557bab,2,A,III,2023,4.0,Inglés,77,78,90,90.0,81.2
Girardot,e11b41f1cea938ef40c4c292028a7fdc184991cfced883d0b4c19eb1c7557bab,2,A,III,2023,2.0,Creatividad e Innovación,87,88,88,96.0,88.4
Girardot,e11b41f1cea938ef40c4c292028a7fdc184991cfced883d0b4c19eb1c7557bab,2,A,III,2023,4.0,Aprendizaje Basado en Proyectos,94,94,95,96.0,94.4
Girardot,e11b41f1cea938ef40c4c292028a7fdc184991cfced883d0b4c19eb1c7557bab,2,A,III,2023,3.0,Educación Física,90,89,93,90.0,90.30000000000001
Girardot,e11b41f1cea938ef40c4c292028a7fdc184991cfced883d0b4c19eb1c7557bab,2,A,III,2023,2.0,Lectura Crítica,84,86,88,94.0,86.4
Girardot,e11b41f1cea938ef40c4c292028a7fdc184991cfced883d0b4c19eb1c7557bab,2,A,III,2023,1.0,Artes,87,91,90,92.0,89.30000000000001
Girardot,e11b41f1cea938ef40c4c292028a7fdc184991cfced883d0b4c19eb1c7557bab,2,A,III,2023,1.0,Robótica y TICS,90,90,100,100.0,93.0
Girardot,e11b41f1cea938ef40c4c292028a7fdc184991cfced883d0b4c19eb1c7557bab,2,A,III,2023,1.0,Inteligencia emocional e Integralidad,87,91,90,91.0,89.2
Girardot,d9232722f1c8075d800e84a3da593fd4dbc3b471f839e6bff71da3f25f97a993,2,A,II,2024,4.0,Ciencias Naturales,85,91,100,100.0,91.3
Girardot,d9232722f1c8075d800e84a3da593fd4dbc3b471f839e6bff71da3f25f97a993,2,A,II,2024,3.0,Ciencias Sociales,95,94,100,100.0,96.2
Girardot,d9232722f1c8075d800e84a3da593fd4dbc3b471f839e6bff71da3f25f97a993,2,A,II,2024,5.0,Matemáticas,81,82,90,90.0,84.0
Girardot,d9232722f1c8075d800e84a3da593fd4dbc3b471f839e6bff71da3f25f97a993,2,A,II,2024,3.0,Lengua Castellana,87,89,90,90.0,88.5
Girardot,d9232722f1c8075d800e84a3da593fd4dbc3b471f839e6bff71da3f25f97a993,2,A,II,2024,2.0,Lectura Crítica,85,86,90,90.0,86.8
Girardot,d9232722f1c8075d800e84a3da593fd4dbc3b471f839e6bff71da3f25f97a993,2,A,II,2024,4.0,English,82,82,98,100.0,87.0
Girardot,d9232722f1c8075d800e84a3da593fd4dbc3b471f839e6bff71da3f25f97a993,2,A,II,2024,3.0,Educación Física,92,92,93,100.0,93.0
Girardot,d9232722f1c8075d800e84a3da593fd4dbc3b471f839e6bff71da3f25f97a993,2,A,II,2024,1.0,Creatividad e innovación,92,89,100,95.0,93.0
Girardot,d9232722f1c8075d800e84a3da593fd4dbc3b471f839e6bff71da3f25f97a993,2,A,II,2024,2.0,Aprendizaje Basado en Proyectos,90,88,94,100.0,91.2
Girardot,d9232722f1c8075d800e84a3da593fd4dbc3b471f839e6bff71da3f25f97a993,2,A,II,2024,1.0,Artes,97,95,95,100.0,96.30000000000001
Girardot,d9232722f1c8075d800e84a3da593fd4dbc3b471f839e6bff71da3f25f97a993,2,A,II,2024,1.0,Tecnologías Informáticas,100,93,100,100.0,97.9
Girardot,d9232722f1c8075d800e84a3da593fd4dbc3b471f839e6bff71da3f25f97a993,2,A,II,2024,1.0,Integralidad,100,84,100,100.0,95.2
Girardot,d6d573f329b94cc80c9a0aca97638f3ba2fc5699cdf3766c3d12043c220a6c03,4,A,IV,2023,3.0,Ciencias Naturales,75,76,85,85.0,78.3
Girardot,d6d573f329b94cc80c9a0aca97638f3ba2fc5699cdf3766c3d12043c220a6c03,4,A,IV,2023,4.0,Ciencias Sociales,81,83,92,92.0,84.9
Girardot,d6d573f329b94cc80c9a0aca97638f3ba2fc5699cdf3766c3d12043c220a6c03,4,A,IV,2023,5.0,Matemáticas,78,80,95,97.0,83.9
Girardot,d6d573f329b94cc80c9a0aca97638f3ba2fc5699cdf3766c3d12043c220a6c03,4,A,IV,2023,3.0,Lengua Castellana,82,81,90,95.0,84.60000000000001
Girardot,d6d573f329b94cc80c9a0aca97638f3ba2fc5699cdf3766c3d12043c220a6c03,4,A,IV,2023,4.0,Inglés,85,85,85,89.0,85.4
Girardot,d6d573f329b94cc80c9a0aca97638f3ba2fc5699cdf3766c3d12043c220a6c03,4,A,IV,2023,2.0,Creatividad e Innovación,84,84,87,90.0,85.2
Girardot,d6d573f329b94cc80c9a0aca97638f3ba2fc5699cdf3766c3d12043c220a6c03,4,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,93,92,95,95.0,93.3
Girardot,d6d573f329b94cc80c9a0aca97638f3ba2fc5699cdf3766c3d12043c220a6c03,4,A,IV,2023,3.0,Educación Física,86,86,88,92.0,87.00000000000001
Girardot,d6d573f329b94cc80c9a0aca97638f3ba2fc5699cdf3766c3d12043c220a6c03,4,A,IV,2023,2.0,Lectura Crítica,83,83,90,90.0,85.1
Girardot,d6d573f329b94cc80c9a0aca97638f3ba2fc5699cdf3766c3d12043c220a6c03,4,A,IV,2023,1.0,Artes,90,92,95,90.0,91.6
Girardot,d6d573f329b94cc80c9a0aca97638f3ba2fc5699cdf3766c3d12043c220a6c03,4,A,IV,2023,1.0,Robótica y TICS,97,90,100,95.0,95.30000000000001
Girardot,d6d573f329b94cc80c9a0aca97638f3ba2fc5699cdf3766c3d12043c220a6c03,4,A,IV,2023,1.0,Inteligencia emocional e Integralidad,92,92,94,93.0,92.5
Girardot,eb15b111a8d48b1e50023a2615d69df5fba2d5a3a330e8c4591cce5cf9ad738f,3,A,I,2023,3.0,Ciencias Naturales,68,68,79,78.0,71.2
Girardot,eb15b111a8d48b1e50023a2615d69df5fba2d5a3a330e8c4591cce5cf9ad738f,3,A,I,2023,3.0,Ciencias Sociales,77,77,89,92.0,80.9
Girardot,eb15b111a8d48b1e50023a2615d69df5fba2d5a3a330e8c4591cce5cf9ad738f,3,A,I,2023,5.0,Matemáticas,62,63,80,80.0,67.7
Girardot,eb15b111a8d48b1e50023a2615d69df5fba2d5a3a330e8c4591cce5cf9ad738f,3,A,I,2023,4.0,Lengua Castellana,65,64,80,80.0,69.2
Girardot,eb15b111a8d48b1e50023a2615d69df5fba2d5a3a330e8c4591cce5cf9ad738f,3,A,I,2023,4.0,Inglés,61,62,80,80.0,67.0
Girardot,eb15b111a8d48b1e50023a2615d69df5fba2d5a3a330e8c4591cce5cf9ad738f,3,A,I,2023,2.0,Creatividad e Innovación,85,80,80,79.0,81.9
Girardot,eb15b111a8d48b1e50023a2615d69df5fba2d5a3a330e8c4591cce5cf9ad738f,3,A,I,2023,4.0,Aprendizaje Basado en Proyectos,79,78,96,86.0,82.8
Girardot,eb15b111a8d48b1e50023a2615d69df5fba2d5a3a330e8c4591cce5cf9ad738f,3,A,I,2023,3.0,Educación Física,82,81,75,80.0,80.10000000000001
Girardot,eb15b111a8d48b1e50023a2615d69df5fba2d5a3a330e8c4591cce5cf9ad738f,3,A,I,2023,2.0,Lectura Crítica,86,86,86,90.0,86.4
Girardot,eb15b111a8d48b1e50023a2615d69df5fba2d5a3a330e8c4591cce5cf9ad738f,3,A,I,2023,1.0,Artes,87,87,79,80.0,84.7
Girardot,eb15b111a8d48b1e50023a2615d69df5fba2d5a3a330e8c4591cce5cf9ad738f,3,A,I,2023,1.0,Robótica y TICS,77,80,95,100.0,83.8
Girardot,eb15b111a8d48b1e50023a2615d69df5fba2d5a3a330e8c4591cce5cf9ad738f,3,A,I,2023,1.0,Inteligencia emocional e Integralidad,90,90,90,90.0,90.0
Girardot,7449f36cef6f7cfa5c3451dad51385500e6a3c601cdfae7ac41941360b7a0064,5,A,II,2024,4.0,Ciencias Naturales,74,78,100,100.0,83.0
Girardot,7449f36cef6f7cfa5c3451dad51385500e6a3c601cdfae7ac41941360b7a0064,5,A,II,2024,3.0,Ciencias Sociales,87,86,90,95.0,88.10000000000001
Girardot,7449f36cef6f7cfa5c3451dad51385500e6a3c601cdfae7ac41941360b7a0064,5,A,II,2024,5.0,Matemáticas,89,90,95,95.0,91.1
Girardot,7449f36cef6f7cfa5c3451dad51385500e6a3c601cdfae7ac41941360b7a0064,5,A,II,2024,3.0,Lengua Castellana,63,63,88,88.0,70.5
Girardot,7449f36cef6f7cfa5c3451dad51385500e6a3c601cdfae7ac41941360b7a0064,5,A,II,2024,2.0,Lectura Crítica,81,81,88,88.0,83.10000000000001
Girardot,7449f36cef6f7cfa5c3451dad51385500e6a3c601cdfae7ac41941360b7a0064,5,A,II,2024,4.0,English,60,61,97,100.0,71.7
Girardot,7449f36cef6f7cfa5c3451dad51385500e6a3c601cdfae7ac41941360b7a0064,5,A,II,2024,3.0,Educación Física,92,91,94,95.0,92.4
Girardot,7449f36cef6f7cfa5c3451dad51385500e6a3c601cdfae7ac41941360b7a0064,5,A,II,2024,1.0,Creatividad e innovación,87,88,89,90.0,88.0
Girardot,7449f36cef6f7cfa5c3451dad51385500e6a3c601cdfae7ac41941360b7a0064,5,A,II,2024,2.0,Aprendizaje Basado en Proyectos,82,83,95,95.0,86.2
Girardot,7449f36cef6f7cfa5c3451dad51385500e6a3c601cdfae7ac41941360b7a0064,5,A,II,2024,1.0,Artes,95,94,92,94.0,94.00000000000001
Girardot,7449f36cef6f7cfa5c3451dad51385500e6a3c601cdfae7ac41941360b7a0064,5,A,II,2024,1.0,Tecnologías Informáticas,92,99,100,85.0,95.0
Girardot,7449f36cef6f7cfa5c3451dad51385500e6a3c601cdfae7ac41941360b7a0064,5,A,II,2024,1.0,Integralidad,87,80,90,95.0,86.30000000000001
Girardot,5b731d60753961d060b8bd55acecc8dfa60b302b0a5a8826aa2976a12ce31f70,6,A,II,2024,4.0,Ciencias Naturales,54,54,57,55.0,54.699999999999996
Girardot,5b731d60753961d060b8bd55acecc8dfa60b302b0a5a8826aa2976a12ce31f70,6,A,II,2024,4.0,Ciencias Sociales,85,84,90,90.0,86.2
Girardot,5b731d60753961d060b8bd55acecc8dfa60b302b0a5a8826aa2976a12ce31f70,6,A,II,2024,6.0,Matemáticas,67,55,90,95.0,70.8
Girardot,5b731d60753961d060b8bd55acecc8dfa60b302b0a5a8826aa2976a12ce31f70,6,A,II,2024,3.0,Lengua Castellana,82,82,80,80.0,81.4
Girardot,5b731d60753961d060b8bd55acecc8dfa60b302b0a5a8826aa2976a12ce31f70,6,A,II,2024,2.0,Lectura Crítica,76,76,80,80.0,77.2
Girardot,5b731d60753961d060b8bd55acecc8dfa60b302b0a5a8826aa2976a12ce31f70,6,A,II,2024,4.0,English,64,65,85,85.0,70.6
Girardot,5b731d60753961d060b8bd55acecc8dfa60b302b0a5a8826aa2976a12ce31f70,6,A,II,2024,3.0,Educación Física,73,71,90,89.0,77.4
Girardot,5b731d60753961d060b8bd55acecc8dfa60b302b0a5a8826aa2976a12ce31f70,6,A,II,2024,1.0,Innovación y Emprendimiento,78,77,75,95.0,78.8
Girardot,5b731d60753961d060b8bd55acecc8dfa60b302b0a5a8826aa2976a12ce31f70,6,A,II,2024,2.0,Aprendizaje Basado en Investigación,63,61,40,50.0,56.5
Girardot,5b731d60753961d060b8bd55acecc8dfa60b302b0a5a8826aa2976a12ce31f70,6,A,II,2024,1.0,Artes,80,78,70,80.0,77.4
Girardot,5b731d60753961d060b8bd55acecc8dfa60b302b0a5a8826aa2976a12ce31f70,6,A,II,2024,1.0,Tecnologías Informáticas,55,55,50,40.0,52.5
Girardot,5b731d60753961d060b8bd55acecc8dfa60b302b0a5a8826aa2976a12ce31f70,6,A,II,2024,1.0,Integralidad,80,73,80,80.0,77.9
Girardot,a4db292b1415047318603a0fb223e68c83b6a779e20de030d98872ad4c4ba279,4,A,III,2023,3.0,Ciencias Naturales,83,86,90,90.0,86.0
Girardot,a4db292b1415047318603a0fb223e68c83b6a779e20de030d98872ad4c4ba279,4,A,III,2023,4.0,Ciencias Sociales,86,86,90,94.0,87.60000000000001
Girardot,a4db292b1415047318603a0fb223e68c83b6a779e20de030d98872ad4c4ba279,4,A,III,2023,5.0,Matemáticas,78,79,90,94.0,82.30000000000001
Girardot,a4db292b1415047318603a0fb223e68c83b6a779e20de030d98872ad4c4ba279,4,A,III,2023,3.0,Lengua Castellana,85,83,90,90.0,85.9
Girardot,a4db292b1415047318603a0fb223e68c83b6a779e20de030d98872ad4c4ba279,4,A,III,2023,4.0,Inglés,84,86,85,90.0,85.4
Girardot,a4db292b1415047318603a0fb223e68c83b6a779e20de030d98872ad4c4ba279,4,A,III,2023,2.0,Creatividad e Innovación,88,88,92,89.0,88.9
Girardot,a4db292b1415047318603a0fb223e68c83b6a779e20de030d98872ad4c4ba279,4,A,III,2023,4.0,Aprendizaje Basado en Proyectos,89,89,92,91.0,89.8
Girardot,a4db292b1415047318603a0fb223e68c83b6a779e20de030d98872ad4c4ba279,4,A,III,2023,3.0,Educación Física,88,87,88,82.0,87.10000000000001
Girardot,a4db292b1415047318603a0fb223e68c83b6a779e20de030d98872ad4c4ba279,4,A,III,2023,2.0,Lectura Crítica,89,89,100,93.0,91.6
Girardot,a4db292b1415047318603a0fb223e68c83b6a779e20de030d98872ad4c4ba279,4,A,III,2023,1.0,Artes,88,87,86,87.0,87.2
Girardot,a4db292b1415047318603a0fb223e68c83b6a779e20de030d98872ad4c4ba279,4,A,III,2023,1.0,Robótica y TICS,90,97,100,100.0,95.1
Girardot,a4db292b1415047318603a0fb223e68c83b6a779e20de030d98872ad4c4ba279,4,A,III,2023,1.0,Inteligencia emocional e Integralidad,91,92,90,91.0,91.1
Girardot,2bf8d371d31415b5b77610762e336596f1c19289f851b5838d8f935d1b73c98d,6,A,II,2023,3.0,Ciencias Naturales,82,85,88,80.0,83.9
Girardot,2bf8d371d31415b5b77610762e336596f1c19289f851b5838d8f935d1b73c98d,6,A,II,2023,4.0,Ciencias Sociales,85,83,86,88.0,84.89999999999999
Girardot,2bf8d371d31415b5b77610762e336596f1c19289f851b5838d8f935d1b73c98d,6,A,II,2023,6.0,Matemáticas,85,86,90,90.0,86.8
Girardot,2bf8d371d31415b5b77610762e336596f1c19289f851b5838d8f935d1b73c98d,6,A,II,2023,3.0,Lengua Castellana,87,91,80,88.0,86.9
Girardot,2bf8d371d31415b5b77610762e336596f1c19289f851b5838d8f935d1b73c98d,6,A,II,2023,4.0,Inglés,86,84,82,88.0,84.8
Girardot,2bf8d371d31415b5b77610762e336596f1c19289f851b5838d8f935d1b73c98d,6,A,II,2023,2.0,Innovación y Emprendimiento,85,86,90,87.0,86.5
Girardot,2bf8d371d31415b5b77610762e336596f1c19289f851b5838d8f935d1b73c98d,6,A,II,2023,7.0,Aprendizaje Basado en Investigación,92,92,94,90.0,92.2
Girardot,2bf8d371d31415b5b77610762e336596f1c19289f851b5838d8f935d1b73c98d,6,A,II,2023,3.0,Educación Física,86,87,90,89.0,87.4
Girardot,2bf8d371d31415b5b77610762e336596f1c19289f851b5838d8f935d1b73c98d,6,A,II,2023,2.0,Lectura Crítica,90,91,87,88.0,89.5
Girardot,2bf8d371d31415b5b77610762e336596f1c19289f851b5838d8f935d1b73c98d,6,A,II,2023,1.0,Artes,94,93,93,90.0,93.1
Girardot,2bf8d371d31415b5b77610762e336596f1c19289f851b5838d8f935d1b73c98d,6,A,II,2023,1.0,Robótica y TICS,97,86,80,90.0,89.60000000000001
Girardot,2bf8d371d31415b5b77610762e336596f1c19289f851b5838d8f935d1b73c98d,6,A,II,2023,1.0,Inteligencia emocional e Integralidad,93,92,85,85.0,90.3
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,II,2023,3.0,Ciencias Naturales,91,92,95,97.0,92.7
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,II,2023,3.0,Ciencias Sociales,90,91,97,98.0,92.5
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,II,2023,5.0,Matemáticas,82,83,90,95.0,85.2
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,II,2023,4.0,Lengua Castellana,73,72,94,97.0,79.3
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,II,2023,4.0,Inglés,81,81,95,100.0,85.7
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,II,2023,2.0,Creatividad e Innovación,94,94,96,95.0,94.5
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,II,2023,4.0,Aprendizaje Basado en Proyectos,94,95,95,93.0,94.39999999999999
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,II,2023,3.0,Educación Física,90,92,88,92.0,90.39999999999999
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,II,2023,2.0,Lectura Crítica,89,90,90,93.0,89.89999999999999
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,II,2023,1.0,Artes,92,92,95,95.0,92.9
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,II,2023,1.0,Robótica y TICS,96,89,100,100.0,95.10000000000001
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,II,2023,1.0,Inteligencia emocional e Integralidad,94,94,90,90.0,92.8
Girardot,251e71266eeb3e6c8b1d882b117968d13cda827929123a556ab66f8d0cae48f1,6,A,IV,2023,3.0,Ciencias Naturales,89,90,90,90.0,89.6
Girardot,251e71266eeb3e6c8b1d882b117968d13cda827929123a556ab66f8d0cae48f1,6,A,IV,2023,4.0,Ciencias Sociales,93,93,95,96.0,93.69999999999999
Girardot,251e71266eeb3e6c8b1d882b117968d13cda827929123a556ab66f8d0cae48f1,6,A,IV,2023,6.0,Matemáticas,89,85,95,80.0,88.1
Girardot,251e71266eeb3e6c8b1d882b117968d13cda827929123a556ab66f8d0cae48f1,6,A,IV,2023,3.0,Lengua Castellana,78,85,85,85.0,82.2
Girardot,251e71266eeb3e6c8b1d882b117968d13cda827929123a556ab66f8d0cae48f1,6,A,IV,2023,4.0,Inglés,84,83,92,90.0,85.9
Girardot,251e71266eeb3e6c8b1d882b117968d13cda827929123a556ab66f8d0cae48f1,6,A,IV,2023,2.0,Innovación y Emprendimiento,89,90,90,96.0,90.19999999999999
Girardot,251e71266eeb3e6c8b1d882b117968d13cda827929123a556ab66f8d0cae48f1,6,A,IV,2023,7.0,Aprendizaje Basado en Investigación,89,89,90,90.0,89.3
Girardot,251e71266eeb3e6c8b1d882b117968d13cda827929123a556ab66f8d0cae48f1,6,A,IV,2023,3.0,Educación Física,90,89,80,100.0,88.7
Girardot,251e71266eeb3e6c8b1d882b117968d13cda827929123a556ab66f8d0cae48f1,6,A,IV,2023,2.0,Lectura Crítica,85,85,90,90.0,86.5
Girardot,251e71266eeb3e6c8b1d882b117968d13cda827929123a556ab66f8d0cae48f1,6,A,IV,2023,1.0,Artes,97,92,85,85.0,91.9
Girardot,251e71266eeb3e6c8b1d882b117968d13cda827929123a556ab66f8d0cae48f1,6,A,IV,2023,1.0,Robótica y TICS,91,87,80,90.0,87.5
